Rental ID,Customer Name,Country,Rental Start Date,Rental End Date,Car Type,Rental Source,Total Cost,Payment Status,Cancellation Status,Revenue
R51316,David Nichols,Anguilla,2023-07-18 00:00:00,2023-07-18 00:00:00,Coupe,Third-party,54.43,Paid,Not Cancelled,23.43
R76940,Veronica Jackson,United Arab Emirates,2023-10-17 00:00:00,2023-10-22 00:00:00,Hatchback,Online,158.72,Pending,Not Cancelled,-237.28
R88000,Adriana Owen,Guinea,2023-06-20 00:00:00,2023-06-20 00:00:00,Convertible,In-Store,94.52,Paid,Cancelled,0
R07932,Debbie Gibbs,Somalia,2023-01-25 00:00:00,2023-01-30 00:00:00,Convertible,Online,488.95,Pending,Not Cancelled,-184.05
R33582,Vicki Aguilar,Libyan Arab Jamahiriya,2023-08-02 00:00:00,2023-08-06 00:00:00,Hatchback,Online,392.54,Paid,Cancelled,0
R41203,Kenneth Green,Namibia,2023-05-04 00:00:00,2023-05-08 00:00:00,Sedan,Online,486.14,Paid,Not Cancelled,147.14
R39329,Kelly Garcia,Bahamas,2023-10-28 00:00:00,2023-11-03 00:00:00,Sedan,Third-party,139.12,Paid,Cancelled,0
R81091,Tiffany Palmer,Botswana,2023-11-07 00:00:00,2023-11-12 00:00:00,SUV,Online,378.45,Pending,Cancelled,0
R00718,Joshua Wells,Turkey,2023-12-12 00:00:00,2023-12-14 00:00:00,Sedan,In-Store,449.61,Pending,Not Cancelled,418.61
R60772,Martin Edwards,Bosnia and Herzegovina,2023-02-12 00:00:00,2023-02-12 00:00:00,Coupe,Online,70.03,Paid,Cancelled,0
R67141,Samantha Moore,Togo,2023-01-16 00:00:00,2023-01-20 00:00:00,SUV,In-Store,456.07,Pending,Cancelled,0
R51927,Kevin Jenkins,Chad,2023-12-04 00:00:00,2023-12-08 00:00:00,Coupe,Third-party,489.26,Paid,Cancelled,0
R13614,Cheryl Burton,Zimbabwe,2023-11-13 00:00:00,2023-11-15 00:00:00,Hatchback,Third-party,80.68,Paid,Cancelled,0
R78441,Chad Garrett,Bahrain,2023-11-24 00:00:00,2023-11-27 00:00:00,Hatchback,Third-party,431.7,Paid,Not Cancelled,594.7
R76793,Heather Williams,Oman,2023-01-04 00:00:00,2023-01-09 00:00:00,Hatchback,Third-party,347.7,Paid,Cancelled,0
R77796,Michael Reese,Venezuela,2023-03-24 00:00:00,2023-03-28 00:00:00,SUV,In-Store,394.54,Pending,Cancelled,0
R91551,Justin Best,Macedonia,2023-03-05 00:00:00,2023-03-06 00:00:00,Sedan,Online,455.68,Pending,Cancelled,0
R22377,Brittany Sharp,Andorra,2023-05-26 00:00:00,2023-06-01 00:00:00,SUV,Online,96.05,Paid,Cancelled,0
R38292,Angela Russell,Croatia,2023-10-11 00:00:00,2023-10-15 00:00:00,SUV,Third-party,267.09,Paid,Cancelled,0
R88078,Samuel Johnston,Switzerland,2023-08-06 00:00:00,2023-08-09 00:00:00,SUV,Online,59.74,Paid,Cancelled,0
R37025,Joe Phillips,Papua New Guinea,2023-11-26 00:00:00,2023-12-02 00:00:00,Coupe,Third-party,366.92,Pending,Cancelled,0
R01657,Ronald Munoz,Finland,2023-08-08 00:00:00,2023-08-08 00:00:00,Sedan,Online,303.06,Pending,Cancelled,0
R81943,Dr. Crystal Williams,Indonesia,2023-04-24 00:00:00,2023-04-25 00:00:00,Hatchback,Third-party,285.71,Pending,Not Cancelled,192.71
R53580,Matthew Lawson,Mongolia,2023-12-05 00:00:00,2023-12-06 00:00:00,Sedan,In-Store,402.57,Paid,Cancelled,0
R18455,Victor Rojas,Slovakia (Slovak Republic),2023-10-09 00:00:00,2023-10-11 00:00:00,Convertible,Third-party,225.12,Pending,Cancelled,0
R50508,Tricia Bowen,Iran,2023-11-19 00:00:00,2023-11-19 00:00:00,Hatchback,Third-party,283.63,Pending,Cancelled,0
R42484,Kayla Allen,United States of America,2023-01-07 00:00:00,2023-01-13 00:00:00,Convertible,In-Store,426.37,Paid,Cancelled,0
R02379,Steven Edwards,New Caledonia,2023-07-12 00:00:00,2023-07-13 00:00:00,Hatchback,Online,129.45,Pending,Not Cancelled,-175.55
R01763,Johnny Wright,Palestinian Territory,2023-07-29 00:00:00,2023-08-01 00:00:00,Hatchback,Third-party,176.19,Pending,Cancelled,0
R51826,Theodore Morgan,Bermuda,2023-04-05 00:00:00,2023-04-07 00:00:00,SUV,In-Store,427.61,Paid,Not Cancelled,-152.39
R00624,Andrew Gibson,Netherlands Antilles,2023-02-02 00:00:00,2023-02-04 00:00:00,Hatchback,Online,309.35,Pending,Not Cancelled,-32.65
R00519,Aaron Dillon,Rwanda,2023-03-12 00:00:00,2023-03-12 00:00:00,Sedan,Third-party,438.64,Paid,Not Cancelled,353.64
R85967,Joanna Rodriguez,Palestinian Territory,2023-05-09 00:00:00,2023-05-12 00:00:00,Coupe,Third-party,335.25,Pending,Cancelled,0
R91395,Kayla Owens,Saint Pierre and Miquelon,2023-06-15 00:00:00,2023-06-21 00:00:00,Coupe,In-Store,250.6,Pending,Cancelled,0
R88034,William Brennan,Belarus,2023-10-31 00:00:00,2023-11-04 00:00:00,Convertible,Third-party,90.38,Pending,Cancelled,0
R45176,Michael Wagner,Mongolia,2023-08-20 00:00:00,2023-08-24 00:00:00,SUV,Third-party,443.02,Pending,Cancelled,0
R53333,Brian Norris,Barbados,2023-01-18 00:00:00,2023-01-21 00:00:00,Sedan,Online,370.13,Paid,Cancelled,0
R55575,David Sullivan,New Zealand,2023-06-16 00:00:00,2023-06-20 00:00:00,SUV,In-Store,371.39,Paid,Not Cancelled,-202.61
R75050,Joe Wilkinson,Venezuela,2023-04-23 00:00:00,2023-04-28 00:00:00,Convertible,Online,351.9,Pending,Cancelled,0
R81289,Kristi Gomez,Tonga,2023-12-17 00:00:00,2023-12-19 00:00:00,Coupe,In-Store,406.39,Pending,Not Cancelled,-141.61
R76141,Stanley Shannon PhD,Honduras,2023-09-11 00:00:00,2023-09-11 00:00:00,SUV,In-Store,438.77,Pending,Not Cancelled,845.77
R86093,Brandon Harris,Turks and Caicos Islands,2023-05-29 00:00:00,2023-06-01 00:00:00,Convertible,In-Store,284.85,Paid,Cancelled,0
R70801,Michael Hernandez,Guam,2023-03-03 00:00:00,2023-03-07 00:00:00,SUV,Online,292.94,Paid,Not Cancelled,-149.06
R12491,Jennifer Robinson,Monaco,2023-10-12 00:00:00,2023-10-14 00:00:00,SUV,Third-party,459.58,Pending,Cancelled,0
R55846,David Everett,Luxembourg,2023-09-28 00:00:00,2023-09-29 00:00:00,Hatchback,In-Store,352.79,Pending,Cancelled,0
R37422,Justin Hernandez,Saudi Arabia,2023-11-21 00:00:00,2023-11-24 00:00:00,SUV,In-Store,156.63,Paid,Not Cancelled,383.63
R94082,Bonnie White,Liechtenstein,2023-03-02 00:00:00,2023-03-02 00:00:00,Coupe,Online,289.72,Paid,Not Cancelled,535.72
R37425,Cynthia Pineda,Solomon Islands,2023-10-08 00:00:00,2023-10-08 00:00:00,SUV,Online,260.39,Pending,Cancelled,0
R26608,Robert Sims,Ukraine,2023-08-11 00:00:00,2023-08-15 00:00:00,SUV,In-Store,121.01,Paid,Not Cancelled,533.01
R97198,Mason Johnson,Saint Kitts and Nevis,2023-05-06 00:00:00,2023-05-07 00:00:00,Coupe,In-Store,316.03,Pending,Cancelled,0
R66647,Deborah Long,Sri Lanka,2023-06-28 00:00:00,2023-07-01 00:00:00,Sedan,Online,407.82,Paid,Cancelled,0
R97744,Logan West,United States Minor Outlying Islands,2023-10-02 00:00:00,2023-10-07 00:00:00,Coupe,Online,376.89,Pending,Not Cancelled,-131.11
R67399,Brian King,Burkina Faso,2023-10-20 00:00:00,2023-10-21 00:00:00,Sedan,In-Store,354.79,Paid,Cancelled,0
R67394,Ashley Torres,Australia,2023-10-18 00:00:00,2023-10-20 00:00:00,SUV,Third-party,83.61,Pending,Not Cancelled,-370.39
R35750,Andrea Davis,Uganda,2023-06-02 00:00:00,2023-06-04 00:00:00,Coupe,In-Store,152.97,Pending,Cancelled,0
R12888,Courtney Barrera,Papua New Guinea,2023-01-24 00:00:00,2023-01-25 00:00:00,Hatchback,Online,219.95,Pending,Cancelled,0
R92074,Holly White,French Guiana,2023-01-22 00:00:00,2023-01-23 00:00:00,SUV,In-Store,330.77,Pending,Cancelled,0
R26404,Julie Mullen,Solomon Islands,2023-09-11 00:00:00,2023-09-12 00:00:00,SUV,Online,372.82,Pending,Cancelled,0
R23266,Fred Kennedy,Brazil,2023-03-27 00:00:00,2023-03-28 00:00:00,Convertible,Third-party,209.34,Paid,Cancelled,0
R78274,Kelly Howard,Malawi,2023-04-15 00:00:00,2023-04-15 00:00:00,Sedan,Online,308.71,Paid,Cancelled,0
R73385,Shawn Brown,Tunisia,2023-10-31 00:00:00,2023-11-05 00:00:00,Convertible,Online,109.44,Paid,Cancelled,0
R44131,John Garcia,Saint Martin,2023-03-30 00:00:00,2023-04-03 00:00:00,Sedan,Online,175.41,Paid,Not Cancelled,-511.59
R49644,Craig Reed,Cameroon,2023-05-23 00:00:00,2023-05-25 00:00:00,Convertible,Third-party,217.36,Pending,Not Cancelled,689.36
R13450,Troy Walker,Nigeria,2023-08-11 00:00:00,2023-08-12 00:00:00,Convertible,Online,345.55,Paid,Cancelled,0
R35749,Kenneth Hood,Bermuda,2023-04-18 00:00:00,2023-04-19 00:00:00,Hatchback,Third-party,492.2,Pending,Cancelled,0
R40193,Luis Foster,Andorra,2023-01-28 00:00:00,2023-01-31 00:00:00,Convertible,Third-party,150.8,Paid,Cancelled,0
R79004,Kristy Foster,Georgia,2023-02-16 00:00:00,2023-02-17 00:00:00,Convertible,In-Store,66.54,Pending,Cancelled,0
R37847,Chris Dean,Equatorial Guinea,2023-03-09 00:00:00,2023-03-09 00:00:00,Coupe,Online,215.9,Paid,Not Cancelled,311.9
R35580,Marc Mccoy,Northern Mariana Islands,2023-05-03 00:00:00,2023-05-06 00:00:00,Coupe,In-Store,429.32,Paid,Cancelled,0
R88236,James Harrison,Northern Mariana Islands,2023-11-30 00:00:00,2023-11-30 00:00:00,Coupe,In-Store,429.95,Paid,Not Cancelled,534.95
R83796,Blake Johnson,Ireland,2023-03-15 00:00:00,2023-03-19 00:00:00,Sedan,Third-party,102.35,Paid,Cancelled,0
R11831,Ronald Gross,Egypt,2023-03-28 00:00:00,2023-03-30 00:00:00,Coupe,Third-party,281.48,Paid,Not Cancelled,-72.52
R74716,Victoria Valdez,Lithuania,2023-10-17 00:00:00,2023-10-23 00:00:00,Coupe,In-Store,365.53,Paid,Not Cancelled,209.53
R43321,Jennifer Moore,Tanzania,2023-09-11 00:00:00,2023-09-13 00:00:00,SUV,Online,393.72,Pending,Cancelled,0
R81989,Dawn Vargas,Iraq,2023-12-19 00:00:00,2023-12-20 00:00:00,Sedan,Online,483.97,Paid,Not Cancelled,701.97
R71842,Margaret Frank,Guadeloupe,2023-03-13 00:00:00,2023-03-18 00:00:00,SUV,Third-party,161.59,Paid,Cancelled,0
R69582,Michael Booker,Somalia,2023-09-05 00:00:00,2023-09-09 00:00:00,SUV,Third-party,182.31,Pending,Not Cancelled,598.31
R15195,Nicole Crawford,Botswana,2023-05-15 00:00:00,2023-05-19 00:00:00,Sedan,Online,321.6,Pending,Not Cancelled,500.6
R48867,Erin Carpenter,Spain,2023-05-10 00:00:00,2023-05-12 00:00:00,SUV,Third-party,127.23,Paid,Cancelled,0
R69832,Daniel Vance,Andorra,2023-02-19 00:00:00,2023-02-25 00:00:00,Coupe,Third-party,464.13,Paid,Not Cancelled,21.13
R07052,Tracey Bowen,Burundi,2023-08-22 00:00:00,2023-08-23 00:00:00,Convertible,Online,415.84,Pending,Not Cancelled,361.84
R58214,Raven Petty,United States of America,2023-08-13 00:00:00,2023-08-17 00:00:00,SUV,In-Store,180.11,Paid,Not Cancelled,673.11
R20160,Michele Rowe,Bosnia and Herzegovina,2023-03-21 00:00:00,2023-03-27 00:00:00,Coupe,Third-party,451.85,Paid,Cancelled,0
R46362,Felicia Baker DDS,Malawi,2023-06-30 00:00:00,2023-07-01 00:00:00,SUV,Third-party,458.64,Pending,Not Cancelled,-6.36
R64123,Andre Reed,Turkmenistan,2023-10-05 00:00:00,2023-10-11 00:00:00,SUV,Online,148.83,Pending,Cancelled,0
R10755,Laura Murray,Saudi Arabia,2023-08-03 00:00:00,2023-08-06 00:00:00,Hatchback,Third-party,215.39,Paid,Not Cancelled,-151.61
R01617,Mark Clark,Jordan,2023-03-19 00:00:00,2023-03-24 00:00:00,Convertible,Third-party,69.76,Paid,Not Cancelled,-565.24
R87610,Sandra Maldonado,Christmas Island,2023-10-27 00:00:00,2023-10-28 00:00:00,SUV,In-Store,317.38,Paid,Not Cancelled,413.38
R63566,Barbara Romero,Switzerland,2023-08-01 00:00:00,2023-08-01 00:00:00,Sedan,Third-party,72.56,Pending,Not Cancelled,510.56
R88336,John Reyes,Zambia,2023-11-06 00:00:00,2023-11-07 00:00:00,Coupe,Third-party,105.52,Paid,Not Cancelled,-243.48
R17462,Gary Harrison,Georgia,2023-12-19 00:00:00,2023-12-22 00:00:00,Sedan,In-Store,307.76,Pending,Cancelled,0
R67611,James Gonzalez,Burundi,2023-10-23 00:00:00,2023-10-28 00:00:00,Coupe,Online,394.17,Pending,Not Cancelled,353.17
R01858,Elizabeth Wheeler,Philippines,2023-07-08 00:00:00,2023-07-14 00:00:00,Hatchback,Third-party,366.66,Paid,Not Cancelled,627.66
R49062,Brenda Martinez,Zambia,2023-08-27 00:00:00,2023-08-30 00:00:00,Hatchback,Online,426.79,Pending,Cancelled,0
R13110,Scott Sanchez,Netherlands,2023-08-07 00:00:00,2023-08-09 00:00:00,SUV,In-Store,348.9,Paid,Cancelled,0
R25403,Spencer Cooper,Nigeria,2023-10-08 00:00:00,2023-10-14 00:00:00,Coupe,Third-party,262.85,Pending,Cancelled,0
R07799,Adam Rodriguez,Mali,2023-12-19 00:00:00,2023-12-20 00:00:00,Coupe,In-Store,294.3,Paid,Not Cancelled,-219.7
R66489,Taylor Caldwell,Nicaragua,2023-01-26 00:00:00,2023-01-29 00:00:00,Coupe,Third-party,224.07,Paid,Not Cancelled,598.07
R79209,Tamara Chase,Nepal,2023-04-17 00:00:00,2023-04-20 00:00:00,SUV,Third-party,359.61,Pending,Not Cancelled,831.61
R90694,Candace Benson,Guadeloupe,2023-10-23 00:00:00,2023-10-29 00:00:00,Hatchback,In-Store,446.55,Paid,Not Cancelled,697.55
R17354,Antonio Santos,Argentina,2023-11-28 00:00:00,2023-11-30 00:00:00,Convertible,Online,492.44,Paid,Not Cancelled,10.44
R12323,Brian Bauer,Cayman Islands,2023-08-07 00:00:00,2023-08-13 00:00:00,Hatchback,In-Store,245.17,Paid,Not Cancelled,127.17
R72981,Denise Mccoy,Ghana,2023-03-04 00:00:00,2023-03-08 00:00:00,Hatchback,Third-party,393.58,Paid,Not Cancelled,27.58
R69744,Jessica Schneider,Pitcairn Islands,2023-03-07 00:00:00,2023-03-12 00:00:00,SUV,Online,311.07,Pending,Not Cancelled,649.07
R94501,Melanie Blackwell,France,2023-02-18 00:00:00,2023-02-23 00:00:00,SUV,Third-party,215.56,Pending,Cancelled,0
R29834,Jose Gill,Western Sahara,2023-11-03 00:00:00,2023-11-07 00:00:00,Coupe,Third-party,306.78,Paid,Not Cancelled,-181.22
R19594,Geoffrey Gibson,Czech Republic,2023-08-07 00:00:00,2023-08-07 00:00:00,Sedan,Third-party,357.33,Pending,Cancelled,0
R00017,Anthony Guerra,Botswana,2023-10-04 00:00:00,2023-10-05 00:00:00,SUV,In-Store,133.4,Pending,Cancelled,0
R76251,Amy Matthews,Mongolia,2023-12-19 00:00:00,2023-12-23 00:00:00,Coupe,Online,284.09,Pending,Not Cancelled,-97.91
R11285,Leah Patterson,Anguilla,2023-05-05 00:00:00,2023-05-09 00:00:00,Sedan,Third-party,284.79,Paid,Not Cancelled,283.79
R67767,Timothy Butler,Romania,2023-02-23 00:00:00,2023-02-28 00:00:00,Sedan,Online,497.54,Paid,Cancelled,0
R13807,Theresa Stevens,Myanmar,2023-01-25 00:00:00,2023-01-30 00:00:00,Convertible,Third-party,440.81,Paid,Not Cancelled,-132.19
R91970,Maria Richards,Vanuatu,2023-03-10 00:00:00,2023-03-14 00:00:00,Convertible,In-Store,81.53,Paid,Not Cancelled,51.53
R28331,Julian Davis,Bulgaria,2023-05-11 00:00:00,2023-05-17 00:00:00,Coupe,Third-party,148.93,Pending,Not Cancelled,-507.07
R64917,Caleb Smith,Chad,2023-09-18 00:00:00,2023-09-19 00:00:00,Sedan,In-Store,380.85,Paid,Not Cancelled,609.85
R21664,Joseph Hunt,Saudi Arabia,2023-10-06 00:00:00,2023-10-08 00:00:00,Hatchback,Online,285.99,Pending,Not Cancelled,593.99
R21498,Joseph Wagner,South Africa,2023-12-06 00:00:00,2023-12-09 00:00:00,Hatchback,In-Store,451.31,Pending,Not Cancelled,432.31
R53461,Diane Martin,Croatia,2023-04-09 00:00:00,2023-04-13 00:00:00,SUV,Online,128.83,Paid,Not Cancelled,399.83
R87627,Cindy Brown,Korea,2023-08-21 00:00:00,2023-08-22 00:00:00,Coupe,In-Store,484.99,Paid,Not Cancelled,487.99
R52922,Valerie Rose,Brunei Darussalam,2023-09-03 00:00:00,2023-09-04 00:00:00,SUV,In-Store,146.6,Pending,Not Cancelled,-396.4
R79038,Sheila Walker,Maldives,2023-11-18 00:00:00,2023-11-19 00:00:00,Convertible,Online,83.79,Pending,Not Cancelled,168.79
R17501,Jorge Hammond,Zambia,2023-12-13 00:00:00,2023-12-14 00:00:00,Hatchback,In-Store,494.89,Paid,Not Cancelled,2.89
R23206,Shawn Wilson,Poland,2023-01-12 00:00:00,2023-01-13 00:00:00,SUV,In-Store,449.38,Pending,Cancelled,0
R36664,Brittany Nelson,British Virgin Islands,2023-07-28 00:00:00,2023-07-28 00:00:00,Sedan,Third-party,337.48,Pending,Not Cancelled,150.48
R34042,Laura Munoz,Pakistan,2023-06-09 00:00:00,2023-06-15 00:00:00,Hatchback,In-Store,125.56,Pending,Not Cancelled,-305.44
R92868,Richard Hebert,Finland,2023-02-13 00:00:00,2023-02-18 00:00:00,Coupe,Online,335.03,Pending,Not Cancelled,401.03
R16059,Lisa Kennedy,Turks and Caicos Islands,2023-07-15 00:00:00,2023-07-19 00:00:00,Sedan,Online,248.92,Pending,Cancelled,0
R87579,Jacob Smith,Portugal,2023-04-01 00:00:00,2023-04-05 00:00:00,Coupe,Third-party,227,Paid,Cancelled,0
R26692,Shane Hoffman,Congo,2023-01-22 00:00:00,2023-01-23 00:00:00,Coupe,Third-party,192.74,Pending,Not Cancelled,204.74
R10511,Dana Garza,Isle of Man,2023-06-10 00:00:00,2023-06-10 00:00:00,Hatchback,Online,179.59,Paid,Cancelled,0
R85103,William Flores,Turks and Caicos Islands,2023-08-14 00:00:00,2023-08-18 00:00:00,SUV,Online,150.58,Pending,Cancelled,0
R08268,Alyssa Matthews,Monaco,2023-04-05 00:00:00,2023-04-06 00:00:00,Convertible,Third-party,164.25,Paid,Not Cancelled,-517.75
R85988,Eric Richardson,Netherlands Antilles,2024-01-03 00:00:00,2024-01-08 00:00:00,SUV,In-Store,222.65,Pending,Cancelled,0
R28310,Dr. James Livingston,British Indian Ocean Territory (Chagos Archipelago),2023-05-10 00:00:00,2023-05-11 00:00:00,Hatchback,In-Store,356.82,Pending,Cancelled,0
R17753,Crystal Berry,Denmark,2023-09-23 00:00:00,2023-09-29 00:00:00,Hatchback,Third-party,86.23,Paid,Cancelled,0
R97103,Thomas Mills,Thailand,2023-07-28 00:00:00,2023-08-02 00:00:00,Hatchback,Online,80.14,Pending,Cancelled,0
R40240,Caitlin Johnson,Libyan Arab Jamahiriya,2023-03-22 00:00:00,2023-03-26 00:00:00,SUV,In-Store,281.23,Paid,Not Cancelled,653.23
R46539,James Salazar,South Georgia and the South Sandwich Islands,2023-12-17 00:00:00,2023-12-17 00:00:00,Hatchback,Third-party,436.17,Pending,Not Cancelled,773.17
R67890,Steven Mcgrath,Peru,2023-04-10 00:00:00,2023-04-16 00:00:00,Convertible,Third-party,54.74,Paid,Not Cancelled,38.74
R49627,Wanda Leach,Tajikistan,2023-01-06 00:00:00,2023-01-09 00:00:00,Coupe,In-Store,139.28,Pending,Cancelled,0
R15702,Andrea Ortega,Lebanon,2023-01-18 00:00:00,2023-01-20 00:00:00,SUV,Third-party,261.15,Paid,Not Cancelled,-69.85
R45419,Natalie Hart,Sao Tome and Principe,2023-10-15 00:00:00,2023-10-18 00:00:00,Coupe,In-Store,134.36,Pending,Not Cancelled,190.36
R29862,Alexander Stewart,Austria,2023-06-14 00:00:00,2023-06-18 00:00:00,SUV,In-Store,449.46,Pending,Cancelled,0
R61746,Timothy Cole,South Africa,2023-03-04 00:00:00,2023-03-05 00:00:00,SUV,Third-party,157.95,Paid,Cancelled,0
R08681,Keith Richards,Solomon Islands,2023-01-21 00:00:00,2023-01-23 00:00:00,Hatchback,Online,107.98,Paid,Cancelled,0
R13276,James Elliott,Saint Pierre and Miquelon,2023-07-11 00:00:00,2023-07-16 00:00:00,Convertible,Online,241.51,Pending,Cancelled,0
R57039,Jessica Stewart,Ethiopia,2023-08-19 00:00:00,2023-08-25 00:00:00,Sedan,In-Store,257.43,Paid,Cancelled,0
R93698,Zachary Kerr,Morocco,2023-05-25 00:00:00,2023-05-27 00:00:00,Coupe,Online,363.53,Paid,Not Cancelled,509.53
R80565,John Brown,Cook Islands,2023-01-29 00:00:00,2023-01-30 00:00:00,Coupe,In-Store,289.74,Pending,Cancelled,0
R85573,Amanda Marshall,China,2023-09-11 00:00:00,2023-09-14 00:00:00,Coupe,Online,410.97,Paid,Cancelled,0
R44450,John Young,United States Virgin Islands,2023-06-08 00:00:00,2023-06-10 00:00:00,Hatchback,Third-party,444.51,Paid,Cancelled,0
R04469,Mitchell Craig,Tunisia,2023-10-02 00:00:00,2023-10-08 00:00:00,Convertible,Online,210.5,Paid,Cancelled,0
R51565,Robert Frazier,Tajikistan,2023-03-30 00:00:00,2023-03-30 00:00:00,Convertible,Online,126.29,Paid,Cancelled,0
R32833,Gary Stevenson,Gibraltar,2023-07-20 00:00:00,2023-07-21 00:00:00,Convertible,Third-party,433.48,Paid,Not Cancelled,336.48
R93319,Anthony Sanchez,Grenada,2023-06-11 00:00:00,2023-06-16 00:00:00,Sedan,Third-party,487.2,Pending,Cancelled,0
R45735,William Barnett,Lithuania,2023-08-15 00:00:00,2023-08-19 00:00:00,Sedan,In-Store,273.07,Paid,Cancelled,0
R25084,Ethan Delgado,Mongolia,2023-08-24 00:00:00,2023-08-30 00:00:00,SUV,Third-party,331.57,Paid,Not Cancelled,641.57
R89113,David Avila,Jordan,2023-07-30 00:00:00,2023-08-04 00:00:00,SUV,Third-party,462.19,Pending,Not Cancelled,-57.81
R84002,Carlos Nguyen,British Indian Ocean Territory (Chagos Archipelago),2023-03-31 00:00:00,2023-04-04 00:00:00,Convertible,Third-party,144.91,Pending,Cancelled,0
R99968,Kevin Frank,Suriname,2023-08-13 00:00:00,2023-08-13 00:00:00,Hatchback,In-Store,174.83,Pending,Not Cancelled,642.83
R92895,Matthew Murphy,Swaziland,2023-02-23 00:00:00,2023-02-27 00:00:00,Sedan,Third-party,448.68,Paid,Cancelled,0
R02122,Peter Robinson,Pitcairn Islands,2023-11-01 00:00:00,2023-11-01 00:00:00,Convertible,Third-party,307.36,Pending,Cancelled,0
R01207,Lori Blanchard,Tonga,2023-04-13 00:00:00,2023-04-14 00:00:00,Coupe,In-Store,376.25,Paid,Not Cancelled,817.25
R17538,Christine Stewart,Japan,2023-01-18 00:00:00,2023-01-20 00:00:00,Hatchback,Third-party,131.06,Paid,Cancelled,0
R88417,Daisy Moran,Chile,2023-04-12 00:00:00,2023-04-17 00:00:00,Convertible,Third-party,465.12,Pending,Cancelled,0
R66251,Jason Nelson,Ghana,2023-04-18 00:00:00,2023-04-21 00:00:00,Hatchback,Online,482.84,Pending,Cancelled,0
R03428,Amanda Ray,Armenia,2023-10-17 00:00:00,2023-10-17 00:00:00,SUV,Third-party,471.37,Paid,Not Cancelled,193.37
R17106,Nicole Mccullough,Holy See (Vatican City State),2023-05-31 00:00:00,2023-06-01 00:00:00,Sedan,Third-party,143.38,Paid,Cancelled,0
R58175,Patricia Hensley,Palestinian Territory,2023-06-05 00:00:00,2023-06-07 00:00:00,Hatchback,Third-party,90.94,Pending,Cancelled,0
R67261,David Hall,Egypt,2023-02-23 00:00:00,2023-02-25 00:00:00,Hatchback,Third-party,364.84,Paid,Not Cancelled,211.84
R07749,John Wood DVM,Egypt,2023-03-01 00:00:00,2023-03-01 00:00:00,SUV,Online,313.96,Paid,Cancelled,0
R56926,Melissa Small,Marshall Islands,2023-08-28 00:00:00,2023-08-30 00:00:00,Hatchback,In-Store,121.45,Pending,Not Cancelled,-207.55
R97120,Denise Reilly,Costa Rica,2023-03-26 00:00:00,2023-03-29 00:00:00,Coupe,Third-party,380.45,Paid,Not Cancelled,856.45
R04385,Mark Hickman,Iceland,2023-12-10 00:00:00,2023-12-10 00:00:00,Coupe,Third-party,278.11,Paid,Cancelled,0
R14918,Christine Johnson,Mongolia,2023-08-20 00:00:00,2023-08-20 00:00:00,Convertible,In-Store,306.24,Paid,Not Cancelled,191.24
R19957,Lynn Burgess,Papua New Guinea,2023-08-11 00:00:00,2023-08-17 00:00:00,Hatchback,In-Store,260.32,Paid,Cancelled,0
R30829,Scott Jones,Cyprus,2023-05-15 00:00:00,2023-05-20 00:00:00,SUV,In-Store,60.89,Paid,Cancelled,0
R10670,Dawn Smith,Guam,2023-10-19 00:00:00,2023-10-20 00:00:00,Convertible,Third-party,228.77,Paid,Cancelled,0
R06613,Timothy Jordan,Angola,2023-06-27 00:00:00,2023-06-29 00:00:00,Coupe,Third-party,205.44,Paid,Cancelled,0
R16350,Gregory Hensley DVM,Botswana,2023-04-01 00:00:00,2023-04-03 00:00:00,Sedan,Online,197.36,Pending,Not Cancelled,358.36
R45216,Dalton Hicks,Myanmar,2023-04-18 00:00:00,2023-04-24 00:00:00,Hatchback,Third-party,279.83,Paid,Not Cancelled,601.83
R89483,Kevin Burns,British Indian Ocean Territory (Chagos Archipelago),2023-09-09 00:00:00,2023-09-14 00:00:00,Convertible,In-Store,165.54,Paid,Cancelled,0
R30595,William Bender,Israel,2023-05-01 00:00:00,2023-05-06 00:00:00,Sedan,Third-party,223.35,Paid,Not Cancelled,318.35
R02238,Justin Bell,Egypt,2023-06-16 00:00:00,2023-06-19 00:00:00,Coupe,Online,497,Pending,Cancelled,0
R65804,Michael Ryan,Paraguay,2023-07-23 00:00:00,2023-07-28 00:00:00,Convertible,In-Store,151.75,Pending,Cancelled,0
